month,island,accommodation_type,tier,origin_market,visitor_arrivals
2024-07-01,Maui,vacation_rental,mid_market,Other,1421
2024-07-01,Maui,vacation_rental,budget,US_mainland,7891
2024-07-01,Maui,vacation_rental,budget,Japan,2315
2024-07-01,Maui,vacation_rental,budget,Canada,1335
2024-07-01,Maui,vacation_rental,budget,Europe,1010
2024-07-01,Maui,vacation_rental,budget,Other,485
2024-07-01,Maui,timeshare,luxury,US_mainland,4716
2024-07-01,Maui,timeshare,luxury,Japan,1333
2024-07-01,Maui,timeshare,luxury,Canada,796
2024-07-01,Maui,timeshare,luxury,Europe,594
2024-07-01,Maui,timeshare,luxury,Other,291
2024-07-01,Maui,timeshare,mid_market,US_mainland,10813
2024-07-01,Maui,timeshare,mid_market,Japan,3009
2024-07-01,Maui,timeshare,mid_market,Canada,1780
2024-07-01,Maui,timeshare,mid_market,Europe,1382
2024-07-01,Maui,timeshare,mid_market,Other,717
2024-07-01,Maui,timeshare,budget,US_mainland,3932
2024-07-01,Maui,timeshare,budget,Japan,1203
2024-07-01,Maui,timeshare,budget,Canada,653
2024-07-01,Maui,timeshare,budget,Europe,506
2024-07-01,Maui,timeshare,budget,Other,254
2024-07-01,Oahu,hotel,luxury,US_mainland,36827
2024-07-01,Oahu,hotel,luxury,Japan,12775
2024-07-01,Oahu,hotel,luxury,Canada,6991
2024-07-01,Oahu,hotel,luxury,Europe,5115
2024-07-01,Oahu,hotel,luxury,Other,2521
2024-07-01,Oahu,hotel,mid_market,US_mainland,90508
2024-07-01,Oahu,hotel,mid_market,Japan,25496
2024-07-01,Oahu,hotel,mid_market,Canada,14236
2024-07-01,Oahu,hotel,mid_market,Europe,10765
2024-07-01,Oahu,hotel,mid_market,Other,6190
2024-07-01,Oahu,hotel,budget,US_mainland,32216
2024-07-01,Oahu,hotel,budget,Japan,9412
2024-07-01,Oahu,hotel,budget,Canada,5009
2024-07-01,Oahu,hotel,budget,Europe,4341
2024-07-01,Oahu,hotel,budget,Other,1966
2024-07-01,Oahu,vacation_rental,luxury,US_mainland,22591
2024-07-01,Oahu,vacation_rental,luxury,Japan,6223
2024-07-01,Oahu,vacation_rental,luxury,Canada,3576
2024-07-01,Oahu,vacation_rental,luxury,Europe,2824
2024-07-01,Oahu,vacation_rental,luxury,Other,1419
2024-07-01,Oahu,vacation_rental,mid_market,US_mainland,49512
2024-07-01,Oahu,vacation_rental,mid_market,Japan,14980
2024-07-01,Oahu,vacation_rental,mid_market,Canada,8056
2024-07-01,Oahu,vacation_rental,mid_market,Europe,5952
2024-07-01,Oahu,vacation_rental,mid_market,Other,2960
2024-07-01,Oahu,vacation_rental,budget,US_mainland,16435
2024-07-01,Oahu,vacation_rental,budget,Japan,5315
2024-07-01,Oahu,vacation_rental,budget,Canada,2979
2024-07-01,Oahu,vacation_rental,budget,Europe,2234
2024-07-01,Oahu,vacation_rental,budget,Other,1189
2024-07-01,Oahu,timeshare,luxury,US_mainland,10843
2024-07-01,Oahu,timeshare,luxury,Japan,3230
2024-07-01,Oahu,timeshare,luxury,Canada,1746
2024-07-01,Oahu,timeshare,luxury,Europe,1508
2024-07-01,Oahu,timeshare,luxury,Other,680
2024-07-01,Oahu,timeshare,mid_market,US_mainland,23640
2024-07-01,Oahu,timeshare,mid_market,Japan,6924
2024-07-01,Oahu,timeshare,mid_market,Canada,4099
2024-07-01,Oahu,timeshare,mid_market,Europe,3181
2024-07-01,Oahu,timeshare,mid_market,Other,1637
2024-07-01,Oahu,timeshare,budget,US_mainland,8062
2024-07-01,Oahu,timeshare,budget,Japan,2564
2024-07-01,Oahu,timeshare,budget,Canada,1472
2024-07-01,Oahu,timeshare,budget,Europe,1068
2024-07-01,Oahu,timeshare,budget,Other,561
2024-07-01,Kauai,hotel,luxury,US_mainland,8144
2024-07-01,Kauai,hotel,luxury,Japan,2413
2024-07-01,Kauai,hotel,luxury,Canada,1367
2024-07-01,Kauai,hotel,luxury,Europe,1107
2024-07-01,Kauai,hotel,luxury,Other,524
2024-07-01,Kauai,hotel,mid_market,US_mainland,19528
2024-07-01,Kauai,hotel,mid_market,Japan,5343
2024-07-01,Kauai,hotel,mid_market,Canada,3071
2024-07-01,Kauai,hotel,mid_market,Europe,2586
2024-07-01,Kauai,hotel,mid_market,Other,1252
2024-07-01,Kauai,hotel,budget,US_mainland,7195
2024-07-01,Kauai,hotel,budget,Japan,2150
2024-07-01,Kauai,hotel,budget,Canada,1061
2024-07-01,Kauai,hotel,budget,Europe,964
2024-07-01,Kauai,hotel,budget,Other,422
2024-07-01,Kauai,vacation_rental,luxury,US_mainland,4299
2024-07-01,Kauai,vacation_rental,luxury,Japan,1491
2024-07-01,Kauai,vacation_rental,luxury,Canada,821
2024-07-01,Kauai,vacation_rental,luxury,Europe,629
2024-07-01,Kauai,vacation_rental,luxury,Other,314
2024-07-01,Kauai,vacation_rental,mid_market,US_mainland,10590
2024-07-01,Kauai,vacation_rental,mid_market,Japan,3033
2024-07-01,Kauai,vacation_rental,mid_market,Canada,1603
2024-07-01,Kauai,vacation_rental,mid_market,Europe,1261
2024-07-01,Kauai,vacation_rental,mid_market,Other,664
2024-07-01,Kauai,vacation_rental,budget,US_mainland,3906
2024-07-01,Kauai,vacation_rental,budget,Japan,1139
2024-07-01,Kauai,vacation_rental,budget,Canada,654
2024-07-01,Kauai,vacation_rental,budget,Europe,530
2024-07-01,Kauai,vacation_rental,budget,Other,232
2024-07-01,Kauai,timeshare,luxury,US_mainland,2457
2024-07-01,Kauai,timeshare,luxury,Japan,670
2024-07-01,Kauai,timeshare,luxury,Canada,394
2024-07-01,Kauai,timeshare,luxury,Europe,312
2024-07-01,Kauai,timeshare,luxury,Other,153
2024-07-01,Kauai,timeshare,mid_market,US_mainland,4968
2024-07-01,Kauai,timeshare,mid_market,Japan,1498
2024-07-01,Kauai,timeshare,mid_market,Canada,831
2024-07-01,Kauai,timeshare,mid_market,Europe,647
2024-07-01,Kauai,timeshare,mid_market,Other,342
2024-07-01,Kauai,timeshare,budget,US_mainland,1748
2024-07-01,Kauai,timeshare,budget,Japan,560
2024-07-01,Kauai,timeshare,budget,Canada,331
2024-07-01,Kauai,timeshare,budget,Europe,242
2024-07-01,Kauai,timeshare,budget,Other,129
2024-07-01,Hawaii,hotel,luxury,US_mainland,11966
2024-07-01,Hawaii,hotel,luxury,Japan,3588
2024-07-01,Hawaii,hotel,luxury,Canada,1817
2024-07-01,Hawaii,hotel,luxury,Europe,1432
2024-07-01,Hawaii,hotel,luxury,Other,722
2024-07-01,Hawaii,hotel,mid_market,US_mainland,25457
2024-07-01,Hawaii,hotel,mid_market,Japan,7827
2024-07-01,Hawaii,hotel,mid_market,Canada,4278
2024-07-01,Hawaii,hotel,mid_market,Europe,3167
2024-07-01,Hawaii,hotel,mid_market,Other,1743
2024-07-01,Hawaii,hotel,budget,US_mainland,9099
2024-07-01,Hawaii,hotel,budget,Japan,2844
2024-07-01,Hawaii,hotel,budget,Canada,1581
2024-07-01,Hawaii,hotel,budget,Europe,1204
2024-07-01,Hawaii,hotel,budget,Other,648
2024-07-01,Hawaii,vacation_rental,luxury,US_mainland,6274
2024-07-01,Hawaii,vacation_rental,luxury,Japan,1903
2024-07-01,Hawaii,vacation_rental,luxury,Canada,1056
2024-07-01,Hawaii,vacation_rental,luxury,Europe,876
2024-07-01,Hawaii,vacation_rental,luxury,Other,422
2024-07-01,Hawaii,vacation_rental,mid_market,US_mainland,12899
2024-07-01,Hawaii,vacation_rental,mid_market,Japan,3815
2024-07-01,Hawaii,vacation_rental,mid_market,Canada,2256
2024-07-01,Hawaii,vacation_rental,mid_market,Europe,1764
2024-07-01,Hawaii,vacation_rental,mid_market,Other,878
2024-07-01,Hawaii,vacation_rental,budget,US_mainland,4615
2024-07-01,Hawaii,vacation_rental,budget,Japan,1492
2024-07-01,Hawaii,vacation_rental,budget,Canada,803
2024-07-01,Hawaii,vacation_rental,budget,Europe,657
2024-07-01,Hawaii,vacation_rental,budget,Other,308
2024-07-01,Hawaii,timeshare,luxury,US_mainland,3270
2024-07-01,Hawaii,timeshare,luxury,Japan,868
2024-07-01,Hawaii,timeshare,luxury,Canada,548
2024-07-01,Hawaii,timeshare,luxury,Europe,438
2024-07-01,Hawaii,timeshare,luxury,Other,211
2024-07-01,Hawaii,timeshare,mid_market,US_mainland,6839
2024-07-01,Hawaii,timeshare,mid_market,Japan,2037
2024-07-01,Hawaii,timeshare,mid_market,Canada,1148
2024-07-01,Hawaii,timeshare,mid_market,Europe,953
2024-07-01,Hawaii,timeshare,mid_market,Other,484
2024-07-01,Hawaii,timeshare,budget,US_mainland,2464
2024-07-01,Hawaii,timeshare,budget,Japan,782
2024-07-01,Hawaii,timeshare,budget,Canada,424
2024-07-01,Hawaii,timeshare,budget,Europe,322
2024-07-01,Hawaii,timeshare,budget,Other,165
2024-08-01,Maui,hotel,luxury,US_mainland,16124
2024-08-01,Maui,hotel,luxury,Japan,4764
2024-08-01,Maui,hotel,luxury,Canada,2666
2024-08-01,Maui,hotel,luxury,Europe,2422
2024-08-01,Maui,hotel,luxury,Other,1110
2024-08-01,Maui,hotel,mid_market,US_mainland,38859
2024-08-01,Maui,hotel,mid_market,Japan,11279
2024-08-01,Maui,hotel,mid_market,Canada,5934
2024-08-01,Maui,hotel,mid_market,Europe,4807
2024-08-01,Maui,hotel,mid_market,Other,2480
2024-08-01,Maui,hotel,budget,US_mainland,13530
2024-08-01,Maui,hotel,budget,Japan,4114
2024-08-01,Maui,hotel,budget,Canada,2153
2024-08-01,Maui,hotel,budget,Europe,1785
2024-08-01,Maui,hotel,budget,Other,879
2024-08-01,Maui,vacation_rental,luxury,US_mainland,9179
2024-08-01,Maui,vacation_rental,luxury,Japan,2722
2024-08-01,Maui,vacation_rental,luxury,Canada,1577
2024-08-01,Maui,vacation_rental,luxury,Europe,1299
2024-08-01,Maui,vacation_rental,luxury,Other,636
2024-08-01,Maui,vacation_rental,mid_market,US_mainland,19070
2024-08-01,Maui,vacation_rental,mid_market,Japan,5749
2024-08-01,Maui,vacation_rental,mid_market,Canada,3513
2024-08-01,Maui,vacation_rental,mid_market,Europe,2638
2024-08-01,Maui,vacation_rental,mid_market,Other,1415
2024-08-01,Maui,vacation_rental,budget,US_mainland,7639
2024-08-01,Maui,vacation_rental,budget,Japan,2381
2024-08-01,Maui,vacation_rental,budget,Canada,1316
2024-08-01,Maui,vacation_rental,budget,Europe,967
2024-08-01,Maui,vacation_rental,budget,Other,503
2024-08-01,Maui,timeshare,luxury,US_mainland,4390
2024-08-01,Maui,timeshare,luxury,Japan,1364
2024-08-01,Maui,timeshare,luxury,Canada,834
2024-08-01,Maui,timeshare,luxury,Europe,641
2024-08-01,Maui,timeshare,luxury,Other,305
2024-08-01,Maui,timeshare,mid_market,US_mainland,10402
2024-08-01,Maui,timeshare,mid_market,Japan,3289
2024-08-01,Maui,timeshare,mid_market,Canada,1656
2024-08-01,Maui,timeshare,mid_market,Europe,1339
2024-08-01,Maui,timeshare,mid_market,Other,715
2024-08-01,Maui,timeshare,budget,US_mainland,3913
2024-08-01,Maui,timeshare,budget,Japan,1148
2024-08-01,Maui,timeshare,budget,Canada,654
2024-08-01,Maui,timeshare,budget,Europe,516
2024-08-01,Maui,timeshare,budget,Other,256
2024-08-01,Oahu,hotel,luxury,US_mainland,40016
2024-08-01,Oahu,hotel,luxury,Japan,12234
2024-08-01,Oahu,hotel,luxury,Canada,6560
2024-08-01,Oahu,hotel,luxury,Europe,5196
2024-08-01,Oahu,hotel,luxury,Other,2598
2024-08-01,Oahu,hotel,mid_market,US_mainland,83180
2024-08-01,Oahu,hotel,mid_market,Japan,25097
2024-08-01,Oahu,hotel,mid_market,Canada,15657
2024-08-01,Oahu,hotel,mid_market,Europe,11663
2024-08-01,Oahu,hotel,mid_market,Other,5589
2024-08-01,Oahu,hotel,budget,US_mainland,30029
2024-08-01,Oahu,hotel,budget,Japan,8916
2024-08-01,Oahu,hotel,budget,Canada,5606
2024-08-01,Oahu,hotel,budget,Europe,3979
2024-08-01,Oahu,hotel,budget,Other,2217
2024-08-01,Oahu,vacation_rental,luxury,US_mainland,22900
2024-08-01,Oahu,vacation_rental,luxury,Japan,6921
2024-08-01,Oahu,vacation_rental,luxury,Canada,3355
2024-08-01,Oahu,vacation_rental,luxury,Europe,2822
2024-08-01,Oahu,vacation_rental,luxury,Other,1511
2024-08-01,Oahu,vacation_rental,mid_market,US_mainland,44994
2024-08-01,Oahu,vacation_rental,mid_market,Japan,14062
2024-08-01,Oahu,vacation_rental,mid_market,Canada,7539
2024-08-01,Oahu,vacation_rental,mid_market,Europe,6714
2024-08-01,Oahu,vacation_rental,mid_market,Other,3326
2024-08-01,Oahu,vacation_rental,budget,US_mainland,18248
2024-08-01,Oahu,vacation_rental,budget,Japan,4937
2024-08-01,Oahu,vacation_rental,budget,Canada,2869
2024-08-01,Oahu,vacation_rental,budget,Europe,2285
2024-08-01,Oahu,vacation_rental,budget,Other,1192
2024-08-01,Oahu,timeshare,luxury,US_mainland,10411
2024-08-01,Oahu,timeshare,luxury,Japan,3231
2024-08-01,Oahu,timeshare,luxury,Canada,1749
2024-08-01,Oahu,timeshare,luxury,Europe,1507
2024-08-01,Oahu,timeshare,luxury,Other,719
2024-08-01,Oahu,timeshare,mid_market,US_mainland,24039
2024-08-01,Oahu,timeshare,mid_market,Japan,6954
2024-08-01,Oahu,timeshare,mid_market,Canada,4182
2024-08-01,Oahu,timeshare,mid_market,Europe,3172
2024-08-01,Oahu,timeshare,mid_market,Other,1679
2024-08-01,Oahu,timeshare,budget,US_mainland,8510
2024-08-01,Oahu,timeshare,budget,Japan,2795
2024-08-01,Oahu,timeshare,budget,Canada,1561
2024-08-01,Oahu,timeshare,budget,Europe,1152
2024-08-01,Oahu,timeshare,budget,Other,559
2024-08-01,Kauai,hotel,luxury,US_mainland,8377
2024-08-01,Kauai,hotel,luxury,Japan,2573
2024-08-01,Kauai,hotel,luxury,Canada,1529
2024-08-01,Kauai,hotel,luxury,Europe,1196
2024-08-01,Kauai,hotel,luxury,Other,597
2024-08-01,Kauai,hotel,mid_market,US_mainland,17698
2024-08-01,Kauai,hotel,mid_market,Japan,5410
2024-08-01,Kauai,hotel,mid_market,Canada,3202
2024-08-01,Kauai,hotel,mid_market,Europe,2655
2024-08-01,Kauai,hotel,mid_market,Other,1263
2024-08-01,Kauai,hotel,budget,US_mainland,6397
2024-08-01,Kauai,hotel,budget,Japan,2163
2024-08-01,Kauai,hotel,budget,Canada,1202
2024-08-01,Kauai,hotel,budget,Europe,879
2024-08-01,Kauai,hotel,budget,Other,475
2024-08-01,Kauai,vacation_rental,luxury,US_mainland,4488
2024-08-01,Kauai,vacation_rental,luxury,Japan,1488
2024-08-01,Kauai,vacation_rental,luxury,Canada,732
2024-08-01,Kauai,vacation_rental,luxury,Europe,615
2024-08-01,Kauai,vacation_rental,luxury,Other,333
2024-08-01,Kauai,vacation_rental,mid_market,US_mainland,9791
2024-08-01,Kauai,vacation_rental,mid_market,Japan,3050
2024-08-01,Kauai,vacation_rental,mid_market,Canada,1667
2024-08-01,Kauai,vacation_rental,mid_market,Europe,1263
2024-08-01,Kauai,vacation_rental,mid_market,Other,634
2024-08-01,Kauai,vacation_rental,budget,US_mainland,3727
2024-08-01,Kauai,vacation_rental,budget,Japan,1071
2024-08-01,Kauai,vacation_rental,budget,Canada,670
2024-08-01,Kauai,vacation_rental,budget,Europe,487
2024-08-01,Kauai,vacation_rental,budget,Other,230
2024-08-01,Kauai,timeshare,luxury,US_mainland,2489
2024-08-01,Kauai,timeshare,luxury,Japan,737
2024-08-01,Kauai,timeshare,luxury,Canada,397
2024-08-01,Kauai,timeshare,luxury,Europe,325
2024-08-01,Kauai,timeshare,luxury,Other,146
2024-08-01,Kauai,timeshare,mid_market,US_mainland,4949
2024-08-01,Kauai,timeshare,mid_market,Japan,1618
2024-08-01,Kauai,timeshare,mid_market,Canada,881
2024-08-01,Kauai,timeshare,mid_market,Europe,644
2024-08-01,Kauai,timeshare,mid_market,Other,353
2024-08-01,Kauai,timeshare,budget,US_mainland,1848
2024-08-01,Kauai,timeshare,budget,Japan,515
2024-08-01,Kauai,timeshare,budget,Canada,290
2024-08-01,Kauai,timeshare,budget,Europe,239
2024-08-01,Kauai,timeshare,budget,Other,131
2024-08-01,Hawaii,hotel,luxury,US_mainland,11474
2024-08-01,Hawaii,hotel,luxury,Japan,3540
2024-08-01,Hawaii,hotel,luxury,Canada,1906
2024-08-01,Hawaii,hotel,luxury,Europe,1424
2024-08-01,Hawaii,hotel,luxury,Other,733
2024-08-01,Hawaii,hotel,mid_market,US_mainland,24250
2024-08-01,Hawaii,hotel,mid_market,Japan,6970
2024-08-01,Hawaii,hotel,mid_market,Canada,4121
2024-08-01,Hawaii,hotel,mid_market,Europe,3497
2024-08-01,Hawaii,hotel,mid_market,Other,1658
2024-08-01,Hawaii,hotel,budget,US_mainland,8541
2024-08-01,Hawaii,hotel,budget,Japan,2910
2024-08-01,Hawaii,hotel,budget,Canada,1541
2024-08-01,Hawaii,hotel,budget,Europe,1120
2024-08-01,Hawaii,hotel,budget,Other,609
2024-08-01,Hawaii,vacation_rental,luxury,US_mainland,5954
2024-08-01,Hawaii,vacation_rental,luxury,Japan,1757
2024-08-01,Hawaii,vacation_rental,luxury,Canada,1023
2024-08-01,Hawaii,vacation_rental,luxury,Europe,843
2024-08-01,Hawaii,vacation_rental,luxury,Other,397
2024-08-01,Hawaii,vacation_rental,mid_market,US_mainland,13480
2024-08-01,Hawaii,vacation_rental,mid_market,Japan,4206
2024-08-01,Hawaii,vacation_rental,mid_market,Canada,2126
2024-08-01,Hawaii,vacation_rental,mid_market,Europe,1960
2024-08-01,Hawaii,vacation_rental,mid_market,Other,848
2024-08-01,Hawaii,vacation_rental,budget,US_mainland,4989
2024-08-01,Hawaii,vacation_rental,budget,Japan,1492
2024-08-01,Hawaii,vacation_rental,budget,Canada,893
2024-08-01,Hawaii,vacation_rental,budget,Europe,668
2024-08-01,Hawaii,vacation_rental,budget,Other,325
2024-08-01,Hawaii,timeshare,luxury,US_mainland,3090
2024-08-01,Hawaii,timeshare,luxury,Japan,952
2024-08-01,Hawaii,timeshare,luxury,Canada,557
2024-08-01,Hawaii,timeshare,luxury,Europe,398
2024-08-01,Hawaii,timeshare,luxury,Other,191
2024-08-01,Hawaii,timeshare,mid_market,US_mainland,7146
2024-08-01,Hawaii,timeshare,mid_market,Japan,1998
2024-08-01,Hawaii,timeshare,mid_market,Canada,1181
2024-08-01,Hawaii,timeshare,mid_market,Europe,929
2024-08-01,Hawaii,timeshare,mid_market,Other,475
2024-08-01,Hawaii,timeshare,budget,US_mainland,2577
2024-08-01,Hawaii,timeshare,budget,Japan,725
2024-08-01,Hawaii,timeshare,budget,Canada,384
2024-08-01,Hawaii,timeshare,budget,Europe,334
2024-08-01,Hawaii,timeshare,budget,Other,174
2024-09-01,Maui,hotel,luxury,US_mainland,13909
2024-09-01,Maui,hotel,luxury,Japan,4598
2024-09-01,Maui,hotel,luxury,Canada,2431
2024-09-01,Maui,hotel,luxury,Europe,2017
2024-09-01,Maui,hotel,luxury,Other,999
2024-09-01,Maui,hotel,mid_market,US_mainland,33887
2024-09-01,Maui,hotel,mid_market,Japan,9006
2024-09-01,Maui,hotel,mid_market,Canada,5617
2024-09-01,Maui,hotel,mid_market,Europe,4275
2024-09-01,Maui,hotel,mid_market,Other,2081
2024-09-01,Maui,hotel,budget,US_mainland,10881
2024-09-01,Maui,hotel,budget,Japan,3352
2024-09-01,Maui,hotel,budget,Canada,1813
2024-09-01,Maui,hotel,budget,Europe,1674
2024-09-01,Maui,hotel,budget,Other,784
2024-09-01,Maui,vacation_rental,luxury,US_mainland,8629
2024-09-01,Maui,vacation_rental,luxury,Japan,2417
2024-09-01,Maui,vacation_rental,luxury,Canada,1281
2024-09-01,Maui,vacation_rental,luxury,Europe,1110
2024-09-01,Maui,vacation_rental,luxury,Other,507
2024-09-01,Maui,vacation_rental,mid_market,US_mainland,17203
2024-09-01,Maui,vacation_rental,mid_market,Japan,5519
2024-09-01,Maui,vacation_rental,mid_market,Canada,3106
2024-09-01,Maui,vacation_rental,mid_market,Europe,2284
2024-09-01,Maui,vacation_rental,mid_market,Other,1103
2024-09-01,Maui,vacation_rental,budget,US_mainland,6267
2024-09-01,Maui,vacation_rental,budget,Japan,2040
2024-09-01,Maui,vacation_rental,budget,Canada,1109
2024-09-01,Maui,vacation_rental,budget,Europe,908
2024-09-01,Maui,vacation_rental,budget,Other,419
2024-09-01,Maui,timeshare,luxury,US_mainland,4305
2024-09-01,Maui,timeshare,luxury,Japan,1200
2024-09-01,Maui,timeshare,luxury,Canada,667
2024-09-01,Maui,timeshare,luxury,Europe,570
2024-09-01,Maui,timeshare,luxury,Other,268
2024-09-01,Maui,timeshare,mid_market,US_mainland,9227
2024-09-01,Maui,timeshare,mid_market,Japan,2737
2024-09-01,Maui,timeshare,mid_market,Canada,1368
2024-09-01,Maui,timeshare,mid_market,Europe,1193
2024-09-01,Maui,timeshare,mid_market,Other,617
2024-09-01,Maui,timeshare,budget,US_mainland,3224
2024-09-01,Maui,timeshare,budget,Japan,933
2024-09-01,Maui,timeshare,budget,Canada,498
2024-09-01,Maui,timeshare,budget,Europe,438
2024-09-01,Maui,timeshare,budget,Other,207
2024-09-01,Oahu,hotel,luxury,US_mainland,34796
2024-09-01,Oahu,hotel,luxury,Japan,10149
2024-09-01,Oahu,hotel,luxury,Canada,5879
2024-09-01,Oahu,hotel,luxury,Europe,4456
2024-09-01,Oahu,hotel,luxury,Other,2115
2024-09-01,Oahu,hotel,mid_market,US_mainland,79774
2024-09-01,Oahu,hotel,mid_market,Japan,22062
2024-09-01,Oahu,hotel,mid_market,Canada,13553
2024-09-01,Oahu,hotel,mid_market,Europe,9680
2024-09-01,Oahu,hotel,mid_market,Other,5407
2024-09-01,Oahu,hotel,budget,US_mainland,29350
2024-09-01,Oahu,hotel,budget,Japan,7658
2024-09-01,Oahu,hotel,budget,Canada,4665
2024-09-01,Oahu,hotel,budget,Europe,3572
2024-09-01,Oahu,hotel,budget,Other,1914
2024-09-01,Oahu,vacation_rental,luxury,US_mainland,19209
2024-09-01,Oahu,vacation_rental,luxury,Japan,6008
2024-09-01,Oahu,vacation_rental,luxury,Canada,2934
2024-09-01,Oahu,vacation_rental,luxury,Europe,2533
2024-09-01,Oahu,vacation_rental,luxury,Other,1301
2024-09-01,Oahu,vacation_rental,mid_market,US_mainland,38023
2024-09-01,Oahu,vacation_rental,mid_market,Japan,11471
2024-09-01,Oahu,vacation_rental,mid_market,Canada,7152
2024-09-01,Oahu,vacation_rental,mid_market,Europe,5360
2024-09-01,Oahu,vacation_rental,mid_market,Other,2687
2024-09-01,Oahu,vacation_rental,budget,US_mainland,15099
2024-09-01,Oahu,vacation_rental,budget,Japan,4557
2024-09-01,Oahu,vacation_rental,budget,Canada,2561
2024-09-01,Oahu,vacation_rental,budget,Europe,2135
2024-09-01,Oahu,vacation_rental,budget,Other,976
2024-09-01,Oahu,timeshare,luxury,US_mainland,9730
2024-09-01,Oahu,timeshare,luxury,Japan,2834
2024-09-01,Oahu,timeshare,luxury,Canada,1563
2024-09-01,Oahu,timeshare,luxury,Europe,1225
2024-09-01,Oahu,timeshare,luxury,Other,637
2024-09-01,Oahu,timeshare,mid_market,US_mainland,19718
2024-09-01,Oahu,timeshare,mid_market,Japan,5781
2024-09-01,Oahu,timeshare,mid_market,Canada,3553
2024-09-01,Oahu,timeshare,mid_market,Europe,2738
2024-09-01,Oahu,timeshare,mid_market,Other,1345
2024-09-01,Oahu,timeshare,budget,US_mainland,7543
2024-09-01,Oahu,timeshare,budget,Japan,2155
2024-09-01,Oahu,timeshare,budget,Canada,1197
2024-09-01,Oahu,timeshare,budget,Europe,987
2024-09-01,Oahu,timeshare,budget,Other,537
2024-09-01,Kauai,hotel,luxury,US_mainland,7084
2024-09-01,Kauai,hotel,luxury,Japan,2347
2024-09-01,Kauai,hotel,luxury,Canada,1221
2024-09-01,Kauai,hotel,luxury,Europe,919
2024-09-01,Kauai,hotel,luxury,Other,517
2024-09-01,Kauai,hotel,mid_market,US_mainland,16015
2024-09-01,Kauai,hotel,mid_market,Japan,5151
2024-09-01,Kauai,hotel,mid_market,Canada,2666
2024-09-01,Kauai,hotel,mid_market,Europe,2010
2024-09-01,Kauai,hotel,mid_market,Other,1107
2024-09-01,Kauai,hotel,budget,US_mainland,6193
2024-09-01,Kauai,hotel,budget,Japan,1710
2024-09-01,Kauai,hotel,budget,Canada,954
2024-09-01,Kauai,hotel,budget,Europe,728
2024-09-01,Kauai,hotel,budget,Other,394
2024-09-01,Kauai,vacation_rental,luxury,US_mainland,4252
2024-09-01,Kauai,vacation_rental,luxury,Japan,1268
2024-09-01,Kauai,vacation_rental,luxury,Canada,690
2024-09-01,Kauai,vacation_rental,luxury,Europe,570
2024-09-01,Kauai,vacation_rental,luxury,Other,273
2024-09-01,Kauai,vacation_rental,mid_market,US_mainland,9217
2024-09-01,Kauai,vacation_rental,mid_market,Japan,2645
2024-09-01,Kauai,vacation_rental,mid_market,Canada,1378
2024-09-01,Kauai,vacation_rental,mid_market,Europe,1118
2024-09-01,Kauai,vacation_rental,mid_market,Other,553
2024-09-01,Kauai,vacation_rental,budget,US_mainland,3350
2024-09-01,Kauai,vacation_rental,budget,Japan,888
2024-09-01,Kauai,vacation_rental,budget,Canada,538
2024-09-01,Kauai,vacation_rental,budget,Europe,418
2024-09-01,Kauai,vacation_rental,budget,Other,224
2024-09-01,Kauai,timeshare,luxury,US_mainland,2017
2024-09-01,Kauai,timeshare,luxury,Japan,611
2024-09-01,Kauai,timeshare,luxury,Canada,311
2024-09-01,Kauai,timeshare,luxury,Europe,259
2024-09-01,Kauai,timeshare,luxury,Other,144
2024-09-01,Kauai,timeshare,mid_market,US_mainland,4556
2024-09-01,Kauai,timeshare,mid_market,Japan,1326
2024-09-01,Kauai,timeshare,mid_market,Canada,765
2024-09-01,Kauai,timeshare,mid_market,Europe,617
2024-09-01,Kauai,timeshare,mid_market,Other,273
2024-09-01,Kauai,timeshare,budget,US_mainland,1722
2024-09-01,Kauai,timeshare,budget,Japan,491
2024-09-01,Kauai,timeshare,budget,Canada,265
2024-09-01,Kauai,timeshare,budget,Europe,220
2024-09-01,Kauai,timeshare,budget,Other,104
2024-09-01,Hawaii,hotel,luxury,US_mainland,10373
2024-09-01,Hawaii,hotel,luxury,Japan,3066
2024-09-01,Hawaii,hotel,luxury,Canada,1667
2024-09-01,Hawaii,hotel,luxury,Europe,1238
2024-09-01,Hawaii,hotel,luxury,Other,701
2024-09-01,Hawaii,hotel,mid_market,US_mainland,21287
2024-09-01,Hawaii,hotel,mid_market,Japan,6880
2024-09-01,Hawaii,hotel,mid_market,Canada,3331
2024-09-01,Hawaii,hotel,mid_market,Europe,2697
2024-09-01,Hawaii,hotel,mid_market,Other,1355
2024-09-01,Hawaii,hotel,budget,US_mainland,7405
2024-09-01,Hawaii,hotel,budget,Japan,2281
2024-09-01,Hawaii,hotel,budget,Canada,1348
2024-09-01,Hawaii,hotel,budget,Europe,1018
2024-09-01,Hawaii,hotel,budget,Other,558
2024-09-01,Hawaii,vacation_rental,luxury,US_mainland,5672
2024-09-01,Hawaii,vacation_rental,luxury,Japan,1689
2024-09-01,Hawaii,vacation_rental,luxury,Canada,854
2024-09-01,Hawaii,vacation_rental,luxury,Europe,727
2024-09-01,Hawaii,vacation_rental,luxury,Other,359
2024-09-01,Hawaii,vacation_rental,mid_market,US_mainland,11034
2024-09-01,Hawaii,vacation_rental,mid_market,Japan,3410
2024-09-01,Hawaii,vacation_rental,mid_market,Canada,1967
