customer_id,signup_quarter,churn_quarter,plan_tier,industry,arr_usd,tenure_months
C01513,2025Q2,active,Pro,SaaS,8400,15
C01514,2025Q2,active,Starter,Manufacturing,1200,15
C01515,2025Q1,active,Enterprise,Healthcare,48000,18
C01516,2025Q1,active,Starter,Manufacturing,1200,18
C01517,2025Q2,active,Starter,Manufacturing,1200,15
C01518,2025Q1,active,Starter,Healthcare,1200,18
C01519,2025Q3,active,Pro,Manufacturing,8400,12
C01520,2025Q2,2025Q3,Starter,Retail,1200,3
C01521,2025Q3,active,Starter,SaaS,1200,12
C01522,2025Q1,active,Pro,Finance,8400,18
C01523,2025Q2,active,Enterprise,Retail,48000,15
C01524,2025Q2,active,Pro,Retail,8400,15
C01525,2025Q2,active,Starter,SaaS,1200,15
C01526,2025Q1,active,Pro,Finance,8400,18
C01527,2025Q1,2026Q2,Starter,Manufacturing,1200,15
C01528,2025Q2,active,Pro,Finance,8400,15
C01529,2025Q2,2026Q1,Pro,Finance,8400,9
C01530,2025Q3,active,Starter,Finance,1200,12
C01531,2025Q1,active,Enterprise,Healthcare,48000,18
C01532,2025Q1,active,Enterprise,Finance,48000,18
C01533,2025Q1,active,Starter,SaaS,1200,18
C01534,2025Q3,2025Q4,Starter,Finance,1200,3
C01535,2025Q2,active,Starter,Healthcare,1200,15
C01536,2025Q1,active,Starter,SaaS,1200,18
C01537,2025Q3,active,Pro,Finance,8400,12
C01538,2025Q2,active,Starter,SaaS,1200,15
C01539,2025Q2,active,Enterprise,Healthcare,48000,15
C01540,2025Q3,active,Enterprise,Finance,48000,12
C01541,2025Q2,active,Pro,SaaS,8400,15
C01542,2025Q3,active,Enterprise,SaaS,48000,12
C01543,2025Q2,active,Starter,SaaS,1200,15
C01544,2025Q2,active,Pro,SaaS,8400,15
C01545,2025Q2,2026Q2,Pro,Manufacturing,8400,12
C01546,2025Q2,2026Q2,Starter,Healthcare,1200,12
C01547,2025Q2,active,Starter,SaaS,1200,15
C01548,2025Q1,active,Pro,Healthcare,8400,18
C01549,2025Q3,active,Starter,Retail,1200,12
C01550,2025Q1,active,Starter,Finance,1200,18
C01551,2025Q3,active,Starter,Retail,1200,12
C01552,2025Q3,2026Q2,Enterprise,Healthcare,48000,9
C01553,2025Q1,active,Pro,SaaS,8400,18
C01554,2025Q3,active,Starter,SaaS,1200,12
C01555,2025Q3,active,Pro,SaaS,8400,12
C01556,2025Q3,active,Starter,Manufacturing,1200,12
C01557,2025Q1,active,Enterprise,Retail,48000,18
C01558,2025Q1,active,Starter,Healthcare,1200,18
C01559,2025Q3,active,Starter,Finance,1200,12
C01560,2025Q1,active,Pro,Manufacturing,8400,18
C01561,2025Q2,active,Enterprise,SaaS,48000,15
C01562,2025Q2,2025Q3,Pro,Retail,8400,3
C01563,2025Q2,active,Enterprise,Healthcare,48000,15
C01564,2025Q3,active,Starter,Retail,1200,12
C01565,2025Q3,active,Starter,SaaS,1200,12
C01566,2025Q1,active,Starter,Healthcare,1200,18
C01567,2025Q2,active,Enterprise,SaaS,48000,15
C01568,2025Q1,2026Q2,Starter,Finance,1200,15
C01569,2025Q3,active,Enterprise,SaaS,48000,12
C01570,2025Q2,active,Pro,SaaS,8400,15
C01571,2025Q1,active,Starter,SaaS,1200,18
C01572,2025Q3,active,Pro,Healthcare,8400,12
C01573,2025Q1,active,Starter,Manufacturing,1200,18
C01574,2025Q2,active,Starter,Finance,1200,15
C01575,2025Q2,2025Q3,Starter,SaaS,1200,3
C01576,2025Q2,active,Starter,Retail,1200,15
C01577,2025Q2,active,Starter,Healthcare,1200,15
C01578,2025Q1,2025Q2,Starter,SaaS,1200,3
C01579,2025Q2,active,Enterprise,Finance,48000,15
C01580,2025Q3,active,Starter,Finance,1200,12
C01581,2025Q2,active,Enterprise,Retail,48000,15
C01582,2025Q3,active,Pro,Finance,8400,12
C01583,2025Q2,2026Q1,Starter,Healthcare,1200,9
C01584,2025Q3,active,Pro,Retail,8400,12
C01585,2025Q2,active,Enterprise,SaaS,48000,15
C01586,2025Q3,active,Starter,Retail,1200,12
C01587,2025Q3,active,Enterprise,Retail,48000,12
C01588,2025Q3,active,Starter,Finance,1200,12
C01589,2025Q3,active,Starter,Healthcare,1200,12
C01590,2025Q2,active,Pro,SaaS,8400,15
C01591,2025Q1,active,Enterprise,Healthcare,48000,18
C01592,2025Q2,active,Starter,SaaS,1200,15
C01593,2025Q1,2025Q3,Starter,Manufacturing,1200,6
C01594,2025Q2,active,Starter,SaaS,1200,15
C01595,2025Q1,active,Starter,SaaS,1200,18
C01596,2025Q1,2025Q4,Starter,Retail,1200,9
C01597,2025Q1,active,Pro,Retail,8400,18
C01598,2025Q2,active,Starter,Healthcare,1200,15
C01599,2025Q1,2026Q1,Starter,Finance,1200,12
C01600,2025Q1,2025Q2,Starter,Finance,1200,3
C01601,2025Q3,active,Enterprise,Healthcare,48000,12
C01602,2025Q2,active,Starter,Manufacturing,1200,15
C01603,2025Q3,active,Pro,Healthcare,8400,12
C01604,2025Q1,active,Enterprise,Finance,48000,18
C01605,2025Q2,active,Starter,Healthcare,1200,15
C01606,2025Q3,active,Enterprise,Healthcare,48000,12
C01607,2025Q3,active,Starter,SaaS,1200,12
C01608,2025Q1,active,Enterprise,Manufacturing,48000,18
C01609,2025Q2,active,Enterprise,SaaS,48000,15
C01610,2025Q1,active,Starter,Retail,1200,18
C01611,2025Q3,active,Pro,SaaS,8400,12
C01612,2025Q3,active,Starter,SaaS,1200,12
C01613,2025Q3,active,Starter,SaaS,1200,12
C01614,2025Q3,active,Starter,Healthcare,1200,12
C01615,2025Q2,active,Pro,SaaS,8400,15
C01616,2025Q3,active,Enterprise,Retail,48000,12
C01617,2025Q2,active,Pro,Retail,8400,15
C01618,2025Q3,active,Starter,Finance,1200,12
C01619,2025Q2,2025Q3,Pro,Retail,8400,3
C01620,2025Q1,active,Enterprise,Finance,48000,18
C01621,2025Q3,active,Starter,Retail,1200,12
C01622,2025Q2,active,Starter,Manufacturing,1200,15
C01623,2025Q1,active,Starter,Finance,1200,18
C01624,2025Q2,active,Starter,SaaS,1200,15
C01625,2025Q3,active,Starter,Retail,1200,12
C01626,2025Q2,active,Starter,Healthcare,1200,15
C01627,2025Q2,active,Pro,Manufacturing,8400,15
C01628,2025Q2,active,Starter,Finance,1200,15
C01629,2025Q1,active,Enterprise,SaaS,48000,18
C01630,2025Q2,active,Starter,SaaS,1200,15
C01631,2025Q1,active,Starter,Healthcare,1200,18
C01632,2025Q1,2025Q2,Starter,Healthcare,1200,3
C01633,2025Q2,active,Starter,Healthcare,1200,15
C01634,2025Q2,active,Pro,Retail,8400,15
C01635,2025Q1,2026Q2,Starter,Retail,1200,15
C01636,2025Q2,active,Pro,Manufacturing,8400,15
C01637,2025Q2,active,Starter,Healthcare,1200,15
C01638,2025Q2,2025Q4,Pro,SaaS,8400,6
C01639,2025Q3,active,Pro,Manufacturing,8400,12
C01640,2025Q1,2026Q2,Pro,Retail,8400,15
C01641,2025Q1,2025Q2,Pro,Finance,8400,3
C01642,2025Q1,2025Q4,Pro,SaaS,8400,9
C01643,2025Q2,active,Enterprise,Manufacturing,48000,15
C01644,2025Q1,active,Starter,Finance,1200,18
C01645,2025Q3,active,Pro,Finance,8400,12
C01646,2025Q3,active,Pro,Retail,8400,12
C01647,2025Q1,active,Starter,SaaS,1200,18
C01648,2025Q2,active,Starter,Finance,1200,15
C01649,2025Q3,active,Starter,Healthcare,1200,12
C01650,2025Q3,active,Starter,SaaS,1200,12
C01651,2025Q1,active,Pro,Healthcare,8400,18
C01652,2025Q1,active,Starter,Manufacturing,1200,18
C01653,2025Q1,active,Pro,SaaS,8400,18
C01654,2025Q1,2026Q2,Pro,Retail,8400,15
C01655,2025Q2,active,Starter,Manufacturing,1200,15
C01656,2025Q1,active,Enterprise,Healthcare,48000,18
C01657,2025Q3,2026Q1,Pro,Healthcare,8400,6
C01658,2025Q3,active,Pro,SaaS,8400,12
C01659,2025Q3,active,Starter,Finance,1200,12
C01660,2025Q2,active,Starter,Healthcare,1200,15
C01661,2025Q2,active,Enterprise,SaaS,48000,15
C01662,2025Q1,active,Pro,Retail,8400,18
C01663,2025Q1,active,Pro,Healthcare,8400,18
C01664,2025Q3,2026Q1,Pro,Manufacturing,8400,6
C01665,2025Q3,active,Starter,Retail,1200,12
C01666,2025Q3,active,Enterprise,Manufacturing,48000,12
C01667,2025Q1,2026Q2,Pro,Manufacturing,8400,15
C01668,2025Q2,active,Starter,SaaS,1200,15
C01669,2025Q2,active,Enterprise,Retail,48000,15
C01670,2025Q2,active,Pro,SaaS,8400,15
C01671,2025Q2,2025Q4,Enterprise,Manufacturing,48000,6
C01672,2025Q2,active,Starter,Finance,1200,15
C01673,2025Q2,active,Starter,Healthcare,1200,15
C01674,2025Q1,active,Enterprise,Retail,48000,18
C01675,2025Q2,active,Enterprise,Manufacturing,48000,15
C01676,2025Q1,2026Q2,Starter,Healthcare,1200,15
C01677,2025Q1,active,Starter,Finance,1200,18
C01678,2025Q2,active,Starter,Manufacturing,1200,15
C01679,2025Q3,active,Enterprise,Manufacturing,48000,12
C01680,2025Q1,2025Q4,Starter,Retail,1200,9
C01681,2025Q3,active,Pro,Retail,8400,12
C01682,2025Q2,active,Starter,Healthcare,1200,15
C01683,2025Q1,active,Pro,SaaS,8400,18
C01684,2025Q3,active,Starter,Healthcare,1200,12
C01685,2025Q3,active,Pro,SaaS,8400,12
C01686,2025Q1,2026Q2,Starter,Finance,1200,15
C01687,2025Q3,active,Starter,Finance,1200,12
C01688,2025Q2,active,Starter,Manufacturing,1200,15
C01689,2025Q1,2025Q3,Starter,Healthcare,1200,6
C01690,2025Q3,active,Starter,Retail,1200,12
C01691,2025Q2,active,Enterprise,Retail,48000,15
C01692,2025Q3,active,Starter,Retail,1200,12
C01693,2025Q3,active,Pro,Finance,8400,12
C01694,2025Q3,active,Pro,SaaS,8400,12
C01695,2025Q1,active,Pro,Retail,8400,18
C01696,2025Q3,active,Enterprise,Retail,48000,12
C01697,2025Q3,active,Pro,Manufacturing,8400,12
C01698,2025Q2,active,Pro,Manufacturing,8400,15
C01699,2025Q3,2026Q2,Starter,Healthcare,1200,9
C01700,2025Q2,active,Pro,SaaS,8400,15
C01701,2025Q2,active,Pro,Healthcare,8400,15
C01702,2025Q3,active,Pro,Healthcare,8400,12
C01703,2025Q3,active,Starter,SaaS,1200,12
C01704,2025Q3,active,Pro,Healthcare,8400,12
C01705,2025Q3,active,Starter,Finance,1200,12
C01706,2025Q2,active,Starter,SaaS,1200,15
C01707,2025Q3,active,Starter,SaaS,1200,12
C01708,2025Q1,active,Enterprise,Finance,48000,18
C01709,2025Q3,active,Starter,Retail,1200,12
C01710,2025Q2,active,Enterprise,SaaS,48000,15
C01711,2025Q3,active,Pro,Retail,8400,12
C01712,2025Q3,active,Enterprise,Manufacturing,48000,12
C01713,2025Q1,active,Starter,Healthcare,1200,18
C01714,2025Q1,active,Starter,Healthcare,1200,18
C01715,2025Q1,active,Starter,Finance,1200,18
C01716,2025Q3,active,Starter,Healthcare,1200,12
C01717,2025Q3,2026Q2,Pro,Retail,8400,9
C01718,2025Q1,2026Q2,Starter,Retail,1200,15
C01719,2025Q3,active,Enterprise,Retail,48000,12
C01720,2025Q3,active,Starter,Healthcare,1200,12
C01721,2025Q1,2026Q1,Starter,SaaS,1200,12
C01722,2025Q2,2026Q2,Starter,Manufacturing,1200,12
C01723,2025Q2,active,Starter,SaaS,1200,15
C01724,2025Q2,active,Pro,Retail,8400,15
C01725,2025Q2,active,Starter,Manufacturing,1200,15
C01726,2025Q2,active,Pro,SaaS,8400,15
C01727,2025Q3,active,Pro,Finance,8400,12
C01728,2025Q2,2026Q2,Enterprise,Finance,48000,12
C01729,2025Q3,active,Enterprise,SaaS,48000,12
C01730,2025Q1,active,Pro,Healthcare,8400,18
C01731,2025Q2,active,Starter,Healthcare,1200,15
C01732,2025Q1,active,Pro,Finance,8400,18
C01733,2025Q3,active,Pro,Manufacturing,8400,12
C01734,2025Q3,active,Starter,Manufacturing,1200,12
C01735,2025Q1,active,Starter,SaaS,1200,18
C01736,2025Q2,active,Starter,SaaS,1200,15
C01737,2025Q1,2025Q2,Starter,SaaS,1200,3
C01738,2025Q2,2026Q2,Starter,SaaS,1200,12
C01739,2025Q1,active,Starter,Manufacturing,1200,18
C01740,2025Q3,active,Starter,Retail,1200,12
C01741,2025Q3,active,Starter,SaaS,1200,12
C01742,2025Q3,active,Pro,Healthcare,8400,12
C01743,2025Q3,2026Q2,Enterprise,Retail,48000,9
C01744,2025Q3,active,Pro,Healthcare,8400,12
C01745,2025Q2,active,Starter,SaaS,1200,15
C01746,2025Q2,active,Enterprise,SaaS,48000,15
C01747,2025Q3,active,Pro,Retail,8400,12
C01748,2025Q1,active,Pro,SaaS,8400,18
C01749,2025Q1,2026Q2,Pro,Finance,8400,15
C01750,2025Q3,active,Enterprise,SaaS,48000,12
C01751,2025Q3,2025Q4,Starter,Manufacturing,1200,3
C01752,2025Q1,active,Enterprise,Healthcare,48000,18
C01753,2025Q1,active,Enterprise,Manufacturing,48000,18
C01754,2025Q1,2025Q4,Starter,Manufacturing,1200,9
C01755,2025Q3,2026Q1,Pro,Healthcare,8400,6
C01756,2025Q1,active,Starter,Healthcare,1200,18
C01757,2025Q3,active,Pro,SaaS,8400,12
C01758,2025Q2,active,Enterprise,Finance,48000,15
C01759,2025Q1,active,Starter,Healthcare,1200,18
C01760,2025Q1,active,Starter,Retail,1200,18
C01761,2025Q2,active,Starter,Healthcare,1200,15
C01762,2025Q1,active,Starter,Retail,1200,18
C01763,2025Q1,active,Starter,SaaS,1200,18
C01764,2025Q2,active,Pro,SaaS,8400,15
C01765,2025Q2,active,Pro,Manufacturing,8400,15
C01766,2025Q3,2026Q1,Pro,SaaS,8400,6
C01767,2025Q2,active,Enterprise,Finance,48000,15
C01768,2025Q2,active,Starter,Retail,1200,15
C01769,2025Q2,active,Starter,Retail,1200,15
C01770,2025Q1,active,Enterprise,Healthcare,48000,18
C01771,2025Q2,active,Starter,SaaS,1200,15
C01772,2025Q2,2026Q1,Pro,Healthcare,8400,9
C01773,2025Q2,active,Pro,Healthcare,8400,15
C01774,2025Q2,active,Starter,Healthcare,1200,15
C01775,2025Q2,active,Starter,Healthcare,1200,15
C01776,2025Q3,active,Starter,Manufacturing,1200,12
C01777,2025Q2,active,Enterprise,Manufacturing,48000,15
C01778,2025Q3,active,Pro,Manufacturing,8400,12
C01779,2025Q1,active,Pro,Finance,8400,18
C01780,2025Q2,2025Q4,Enterprise,Healthcare,48000,6
C01781,2025Q3,active,Starter,SaaS,1200,12
C01782,2025Q2,active,Starter,SaaS,1200,15
C01783,2025Q3,2026Q1,Starter,SaaS,1200,6
C01784,2025Q2,active,Pro,Retail,8400,15
C01785,2025Q2,active,Pro,Healthcare,8400,15
C01786,2025Q1,active,Pro,Retail,8400,18
C01787,2025Q3,active,Starter,Healthcare,1200,12
C01788,2025Q1,2025Q3,Enterprise,Retail,48000,6
C01789,2025Q2,active,Enterprise,Retail,48000,15
C01790,2025Q3,active,Pro,Retail,8400,12
C01791,2025Q1,active,Starter,Healthcare,1200,18
C01792,2025Q1,active,Starter,Healthcare,1200,18
C01793,2025Q3,active,Starter,Healthcare,1200,12
C01794,2025Q2,active,Starter,SaaS,1200,15
C01795,2025Q2,active,Starter,Manufacturing,1200,15
C01796,2025Q2,active,Pro,Manufacturing,8400,15
C01797,2025Q1,active,Enterprise,Manufacturing,48000,18
C01798,2025Q3,active,Pro,Finance,8400,12
C01799,2025Q3,active,Starter,Retail,1200,12
C01800,2025Q3,2026Q2,Pro,Retail,8400,9
C01801,2025Q1,active,Starter,Finance,1200,18
C01802,2025Q2,active,Pro,Healthcare,8400,15
C01803,2025Q1,active,Pro,Manufacturing,8400,18
C01804,2025Q2,active,Starter,Retail,1200,15
C01805,2025Q1,active,Pro,Healthcare,8400,18
C01806,2025Q1,2025Q3,Pro,Healthcare,8400,6
C01807,2025Q3,2026Q1,Starter,Manufacturing,1200,6
C01808,2025Q2,2026Q1,Enterprise,Finance,48000,9
C01809,2025Q1,2025Q3,Pro,Finance,8400,6
C01810,2025Q1,2026Q1,Starter,Manufacturing,1200,12
C01811,2025Q3,active,Starter,Retail,1200,12
C01812,2025Q2,active,Starter,Retail,1200,15
C01813,2025Q1,active,Starter,Healthcare,1200,18
C01814,2025Q2,active,Starter,Manufacturing,1200,15
C01815,2025Q3,active,Starter,Manufacturing,1200,12
C01816,2025Q3,active,Starter,SaaS,1200,12
C01817,2025Q3,active,Starter,Retail,1200,12
C01818,2025Q2,active,Enterprise,Manufacturing,48000,15
C01819,2025Q1,2026Q2,Starter,SaaS,1200,15
C01820,2025Q1,active,Pro,Finance,8400,18
C01821,2025Q1,active,Pro,Manufacturing,8400,18
C01822,2025Q3,active,Starter,Healthcare,1200,12
C01823,2025Q2,2025Q3,Starter,Healthcare,1200,3
C01824,2025Q1,2026Q2,Starter,Retail,1200,15
C01825,2025Q1,active,Starter,Manufacturing,1200,18
C01826,2025Q2,active,Enterprise,Retail,48000,15
C01827,2025Q2,active,Pro,Finance,8400,15
C01828,2025Q2,active,Pro,Healthcare,8400,15
C01829,2025Q3,active,Starter,Finance,1200,12
C01830,2025Q3,active,Starter,Finance,1200,12
C01831,2025Q3,active,Pro,Finance,8400,12
C01832,2025Q1,2025Q2,Starter,Retail,1200,3
C01833,2025Q2,active,Starter,Finance,1200,15
C01834,2025Q2,active,Enterprise,Manufacturing,48000,15
C01835,2025Q3,active,Enterprise,Healthcare,48000,12
C01836,2025Q2,active,Pro,Healthcare,8400,15
C01837,2025Q2,active,Starter,Retail,1200,15
C01838,2025Q1,2025Q4,Starter,Retail,1200,9
C01839,2025Q1,active,Starter,Healthcare,1200,18
C01840,2025Q3,active,Starter,Finance,1200,12
C01841,2025Q2,active,Enterprise,SaaS,48000,15
C01842,2025Q2,active,Starter,Retail,1200,15
C01843,2025Q1,2026Q2,Starter,Healthcare,1200,15
C01844,2025Q2,active,Pro,Healthcare,8400,15
C01845,2025Q2,2025Q4,Starter,Manufacturing,1200,6
C01846,2025Q1,active,Starter,Retail,1200,18
C01847,2025Q3,active,Pro,Manufacturing,8400,12
C01848,2025Q1,active,Pro,Retail,8400,18
C01849,2025Q3,active,Starter,Manufacturing,1200,12
C01850,2025Q2,active,Pro,Finance,8400,15
C01851,2025Q1,active,Pro,Retail,8400,18
C01852,2025Q2,active,Pro,SaaS,8400,15
C01853,2025Q2,active,Enterprise,Healthcare,48000,15
C01854,2025Q3,2026Q2,Pro,Retail,8400,9
C01855,2025Q1,2025Q3,Enterprise,Healthcare,48000,6
C01856,2025Q1,active,Pro,Finance,8400,18
C01857,2025Q2,active,Pro,Healthcare,8400,15
C01858,2025Q2,active,Starter,Retail,1200,15
C01859,2025Q2,active,Enterprise,Manufacturing,48000,15
C01860,2025Q3,active,Enterprise,SaaS,48000,12
C01861,2025Q2,active,Pro,Healthcare,8400,15
C01862,2025Q3,active,Starter,Finance,1200,12
C01863,2025Q1,active,Enterprise,Manufacturing,48000,18
C01864,2025Q1,active,Enterprise,Finance,48000,18
C01865,2025Q2,2025Q4,Starter,Finance,1200,6
C01866,2025Q2,active,Enterprise,SaaS,48000,15
C01867,2025Q2,active,Starter,Healthcare,1200,15
C01868,2025Q1,2025Q3,Pro,Retail,8400,6
C01869,2025Q1,active,Starter,Retail,1200,18
C01870,2025Q1,active,Pro,SaaS,8400,18
C01871,2025Q2,active,Starter,Retail,1200,15
C01872,2025Q2,active,Starter,Retail,1200,15
C01873,2025Q1,active,Enterprise,Manufacturing,48000,18
C01874,2025Q3,active,Starter,Manufacturing,1200,12
C01875,2025Q1,active,Pro,Retail,8400,18
C01876,2025Q2,2026Q2,Starter,Healthcare,1200,12
C01877,2025Q1,2026Q2,Pro,Retail,8400,15
C01878,2025Q2,active,Pro,Manufacturing,8400,15
C01879,2025Q2,active,Starter,Manufacturing,1200,15
C01880,2025Q1,active,Starter,Manufacturing,1200,18
C01881,2025Q3,active,Pro,Manufacturing,8400,12
C01882,2025Q1,active,Pro,Healthcare,8400,18
C01883,2025Q2,active,Enterprise,Retail,48000,15
C01884,2025Q1,active,Enterprise,Manufacturing,48000,18
C01885,2025Q2,active,Enterprise,Finance,48000,15
C01886,2025Q3,active,Starter,Manufacturing,1200,12
C01887,2025Q1,active,Starter,Retail,1200,18
C01888,2025Q2,active,Starter,Healthcare,1200,15
C01889,2025Q3,active,Starter,Healthcare,1200,12
C01890,2025Q2,2026Q2,Starter,Finance,1200,12
C01891,2025Q2,active,Pro,Manufacturing,8400,15
C01892,2025Q1,active,Pro,Finance,8400,18
C01893,2025Q3,active,Pro,Healthcare,8400,12
C01894,2025Q2,active,Pro,Finance,8400,15
C01895,2025Q1,active,Starter,Healthcare,1200,18
C01896,2025Q3,active,Pro,Manufacturing,8400,12
C01897,2025Q3,active,Enterprise,Finance,48000,12
C01898,2025Q1,active,Enterprise,SaaS,48000,18
C01899,2025Q1,active,Enterprise,SaaS,48000,18
C01900,2025Q2,active,Starter,Manufacturing,1200,15
C01901,2025Q1,active,Pro,Retail,8400,18
C01902,2025Q2,active,Starter,Finance,1200,15
C01903,2025Q1,active,Pro,SaaS,8400,18
C01904,2025Q2,active,Enterprise,Finance,48000,15
C01905,2025Q2,active,Enterprise,Manufacturing,48000,15
C01906,2025Q1,active,Starter,Manufacturing,1200,18
C01907,2025Q2,2026Q1,Starter,Manufacturing,1200,9
C01908,2025Q1,active,Pro,Retail,8400,18
C01909,2025Q2,active,Enterprise,SaaS,48000,15
C01910,2025Q3,active,Pro,Healthcare,8400,12
C01911,2025Q3,2025Q4,Starter,Finance,1200,3
C01912,2025Q1,active,Starter,Finance,1200,18
C01913,2025Q1,active,Enterprise,Retail,48000,18
C01914,2025Q1,active,Pro,Finance,8400,18
C01915,2025Q3,active,Enterprise,Finance,48000,12
C01916,2025Q2,2026Q2,Pro,Healthcare,8400,12
C01917,2025Q3,active,Starter,SaaS,1200,12
C01918,2025Q1,active,Starter,Healthcare,1200,18
C01919,2025Q3,active,Starter,Retail,1200,12
C01920,2025Q1,active,Starter,Retail,1200,18
C01921,2025Q1,2025Q3,Pro,Manufacturing,8400,6
C01922,2025Q1,active,Pro,Retail,8400,18
C01923,2025Q1,active,Enterprise,Finance,48000,18
C01924,2025Q3,active,Pro,Healthcare,8400,12
C01925,2025Q2,active,Starter,Finance,1200,15
C01926,2025Q3,active,Starter,Manufacturing,1200,12
C01927,2025Q2,active,Enterprise,Healthcare,48000,15
C01928,2025Q1,2026Q1,Starter,Manufacturing,1200,12
C01929,2025Q3,2026Q2,Starter,Healthcare,1200,9
C01930,2025Q2,2026Q2,Pro,Finance,8400,12
C01931,2025Q2,2025Q3,Enterprise,Healthcare,48000,3
C01932,2025Q1,active,Starter,Healthcare,1200,18
C01933,2025Q1,active,Starter,Finance,1200,18
C01934,2025Q1,active,Pro,SaaS,8400,18
C01935,2025Q1,active,Pro,Retail,8400,18
C01936,2025Q3,active,Pro,Healthcare,8400,12
C01937,2025Q3,active,Enterprise,Healthcare,48000,12
C01938,2025Q1,2026Q2,Starter,Finance,1200,15
C01939,2025Q3,active,Starter,Finance,1200,12
C01940,2025Q3,active,Starter,Finance,1200,12
C01941,2025Q2,2025Q3,Starter,Retail,1200,3
C01942,2025Q2,active,Starter,Finance,1200,15
C01943,2025Q3,active,Starter,Manufacturing,1200,12
C01944,2025Q2,active,Pro,Finance,8400,15
C01945,2025Q1,2025Q3,Pro,Retail,8400,6
C01946,2025Q3,active,Pro,Healthcare,8400,12
C01947,2025Q2,2025Q3,Enterprise,Finance,48000,3
C01948,2025Q3,active,Pro,Finance,8400,12
C01949,2025Q1,active,Starter,Healthcare,1200,18
C01950,2025Q2,active,Starter,Healthcare,1200,15
C01951,2025Q2,2026Q1,Starter,Finance,1200,9
C01952,2025Q1,2025Q3,Starter,Finance,1200,6
C01953,2025Q3,active,Pro,Finance,8400,12
C01954,2025Q2,2025Q4,Pro,SaaS,8400,6
C01955,2025Q3,active,Pro,Healthcare,8400,12
C01956,2025Q3,active,Starter,Manufacturing,1200,12
C01957,2025Q1,active,Starter,Manufacturing,1200,18
C01958,2025Q2,active,Pro,SaaS,8400,15
C01959,2025Q3,active,Pro,Retail,8400,12
C01960,2025Q3,active,Starter,Finance,1200,12
C01961,2025Q2,active,Pro,Healthcare,8400,15
C01962,2025Q3,active,Starter,Healthcare,1200,12
C01963,2025Q1,active,Starter,Finance,1200,18
C01964,2025Q2,2025Q3,Pro,SaaS,8400,3
C01965,2025Q3,active,Starter,Finance,1200,12
C01966,2025Q1,active,Enterprise,Healthcare,48000,18
C01967,2025Q1,active,Enterprise,Finance,48000,18
C01968,2025Q3,active,Enterprise,Manufacturing,48000,12
C01969,2025Q2,active,Pro,Finance,8400,15
C01970,2025Q3,active,Pro,SaaS,8400,12
C01971,2025Q1,active,Enterprise,Retail,48000,18
C01972,2025Q3,active,Starter,Manufacturing,1200,12
C01973,2025Q1,active,Starter,Finance,1200,18
C01974,2025Q1,2025Q3,Starter,Finance,1200,6
C01975,2025Q2,active,Enterprise,SaaS,48000,15
C01976,2025Q2,active,Starter,Retail,1200,15
C01977,2025Q1,active,Enterprise,Manufacturing,48000,18
C01978,2025Q3,active,Pro,Retail,8400,12
C01979,2025Q2,2025Q4,Pro,Retail,8400,6
C01980,2025Q2,active,Starter,Manufacturing,1200,15
C01981,2025Q2,active,Starter,Retail,1200,15
C01982,2025Q2,active,Starter,Retail,1200,15
C01983,2025Q2,active,Starter,Finance,1200,15
C01984,2025Q2,active,Pro,Retail,8400,15
C01985,2025Q3,active,Pro,Retail,8400,12
C01986,2025Q3,active,Enterprise,SaaS,48000,12
C01987,2025Q2,active,Starter,Healthcare,1200,15
C01988,2025Q1,2026Q2,Pro,SaaS,8400,15
C01989,2025Q2,active,Pro,Manufacturing,8400,15
C01990,2025Q1,active,Enterprise,Finance,48000,18
C01991,2025Q1,active,Pro,Finance,8400,18
C01992,2025Q3,active,Starter,SaaS,1200,12
C01993,2025Q3,active,Pro,Finance,8400,12
C01994,2025Q3,active,Pro,Healthcare,8400,12
C01995,2025Q1,active,Pro,Healthcare,8400,18
C01996,2025Q1,active,Starter,Finance,1200,18
C01997,2025Q1,active,Starter,Manufacturing,1200,18
C01998,2025Q1,2025Q3,Starter,Manufacturing,1200,6
C01999,2025Q2,active,Starter,Finance,1200,15
C02000,2025Q1,active,Starter,SaaS,1200,18
C02001,2025Q1,2025Q4,Starter,Healthcare,1200,9
C02002,2025Q1,2026Q2,Pro,Manufacturing,8400,15
C02003,2025Q1,active,Pro,SaaS,8400,18
C02004,2025Q1,2026Q2,Pro,Finance,8400,15
C02005,2025Q3,active,Pro,Manufacturing,8400,12
C02006,2025Q2,active,Starter,Manufacturing,1200,15
C02007,2025Q2,active,Starter,Retail,1200,15
C02008,2025Q3,active,Starter,Healthcare,1200,12
C02009,2025Q1,active,Pro,Healthcare,8400,18
C02010,2025Q1,active,Starter,Manufacturing,1200,18
C02011,2025Q1,active,Starter,Retail,1200,18
C02012,2025Q3,active,Starter,Healthcare,1200,12
C02013,2025Q2,active,Pro,Finance,8400,15
C02014,2025Q1,active,Pro,Healthcare,8400,18
C02015,2025Q2,active,Enterprise,SaaS,48000,15
C02016,2025Q2,2026Q2,Pro,Retail,8400,12
C02017,2025Q1,2025Q4,Pro,SaaS,8400,9
C02018,2025Q3,active,Starter,SaaS,1200,12
C02019,2025Q1,active,Pro,Healthcare,8400,18
C02020,2025Q2,active,Pro,Manufacturing,8400,15
C02021,2025Q3,active,Pro,Finance,8400,12
C02022,2025Q1,2025Q4,Starter,SaaS,1200,9
C02023,2025Q2,active,Starter,SaaS,1200,15
